accuracy,f1,precision,recall,average_confidence,num_test_cases,Billing Issue,Complaint,Compliment,Product Question,Technical Problem
0.8597560975609756,0.859478021978022,0.8607515363514576,0.8597560975609756,0.6650618,164,0.8787878787878788,0.8484848484848485,1.0,0.7272727272727273,0.8484848484848485
